Chr	Start	End	Target	Score
chr2	99171801	99173801	ENST00000396435	0.973
chr2	99171801	99173801	ENST00000479242	0.789
chr2	99171801	99173801	ENST00000430974	0.798
chr2	99328801	99330801	ENST00000473205	0.899
chr2	99328801	99330801	ENST00000536282	0.883
chr2	99328801	99330801	ENST00000358140	0.723
chr2	99364001	99366001	ENST00000535038	0.866
chr2	99364001	99366001	ENST00000479242	0.906
chr2	99364001	99366001	ENST00000446148	0.784
chr2	99373801	99375801	ENST00000337743	0.848
chr2	99373801	99375801	ENST00000358140	0.878
chr2	99373801	99375801	ENST00000494166	0.699
chr2	99375401	99377401	ENST00000473205	0.673
chr2	99375401	99377401	ENST00000536282	0.875
chr2	99375401	99377401	ENST00000358140	0.808
chr2	99387401	99389401	ENST00000536282	0.872
chr2	99387401	99389401	ENST00000446148	0.855
chr2	99387401	99389401	ENST00000494166	0.892
chr2	99682201	99684201	ENST00000527167	0.658
chr2	99682201	99684201	ENST00000442933	0.821
chr2	99682201	99684201	ENST00000426778	0.658
chr2	99682201	99684201	ENST00000523030	0.676
chr2	99963601	99965601	ENST00000467598	0.706
chr2	99963601	99965601	ENST00000445834	0.854
chr2	99963601	99965601	ENST00000419574	0.849
chr2	100094401	100096401	ENST00000523030	0.659
chr2	100094401	100096401	ENST00000494166	0.903
chr2	100094401	100096401	ENST00000510453	0.614
chr2	100104201	100106201	ENST00000494166	0.649
chr2	100104201	100106201	ENST00000510453	0.629
chr2	100104201	100106201	ENST00000440426	0.959
chr2	100751401	100753401	ENST00000441717	0.995
chr2	100751401	100753401	ENST00000442878	0.763
chr2	100751401	100753401	ENST00000383951	0.734
chr2	100757401	100759401	ENST00000523030	0.947
chr2	100757401	100759401	ENST00000514459	0.688
chr2	100757401	100759401	ENST00000328747	0.739
chr2	100863401	100865401	ENST00000419574	0.548
chr2	100863401	100865401	ENST00000442878	0.483
chr2	100863401	100865401	ENST00000499418	0.608
chr2	101011001	101013001	ENST00000510453	0.654
chr2	101011001	101013001	ENST00000499418	0.714
chr2	101011001	101013001	ENST00000545123	0.732
chr2	101032201	101034201	ENST00000305671	0.794
chr2	101032201	101034201	ENST00000446673	0.693
chr2	101032201	101034201	ENST00000545123	0.785
chr2	101179201	101181201	ENST00000481499	0.659
chr2	101179201	101181201	ENST00000265100	0.721
chr2	101179201	101181201	ENST00000306406	0.676
chr2	101196601	101198601	ENST00000545123	0.875
chr2	101196601	101198601	ENST00000534665	0.9
chr2	101196601	101198601	ENST00000546035	0.696
chr2	101619001	101621001	ENST00000373344	0.622
chr2	101619001	101621001	ENST00000421902	0.739
chr2	101619001	101621001	ENST00000420078	0.711
chr2	101627601	101629601	ENST00000383951	0.846
chr2	101627601	101629601	ENST00000537045	0.908
chr2	101627601	101629601	ENST00000532254	0.951
chr2	101659601	101661601	ENST00000421902	0.764
chr2	101659601	101661601	ENST00000532254	0.897
chr2	101659601	101661601	ENST00000439466	0.83
chr2	101679801	101681801	ENST00000394427	0.662
chr2	101679801	101681801	ENST00000461408	0.78
chr2	101679801	101681801	ENST00000546035	0.718
chr2	101839601	101841601	ENST00000349223	0.93
chr2	101839601	101841601	ENST00000512387	0.891
chr2	101839601	101841601	ENST00000546035	0.799
chr2	101869401	101871401	ENST00000420078	0.687
chr2	101869401	101871401	ENST00000523251	0.895
chr2	101869401	101871401	ENST00000546035	0.66
chr2	101888001	101890001	ENST00000420078	0.952
chr2	101888001	101890001	ENST00000512387	0.756
chr2	101888001	101890001	ENST00000523251	0.756
chr2	101888001	101890001	ENST00000546035	0.875
chr2	101888001	101890001	ENST00000439466	0.756
chr2	101922001	101924001	ENST00000545123	0.667
chr2	101922001	101924001	ENST00000306406	0.747
chr2	101922001	101924001	ENST00000337090	0.896
chr2	102238801	102240801	ENST00000265594	0.815
chr2	102238801	102240801	ENST00000508221	0.727
chr2	102238801	102240801	ENST00000536230	0.901
chr2	102332601	102334601	ENST00000471502	0.883
chr2	102332601	102334601	ENST00000425169	0.931
chr2	102332601	102334601	ENST00000470782	0.869
chr2	102367401	102369401	ENST00000544198	0.703
chr2	102367401	102369401	ENST00000504325	0.71
chr2	102367401	102369401	ENST00000340524	0.806
chr2	102369201	102371201	ENST00000508918	0.758
chr2	102369201	102371201	ENST00000425169	0.736
chr2	102369201	102371201	ENST00000525250	0.708
chr2	102370801	102372801	ENST00000434755	0.929
chr2	102370801	102372801	ENST00000508918	0.856
chr2	102370801	102372801	ENST00000508221	0.865
chr2	102640601	102642601	ENST00000337090	0.796
chr2	102640601	102642601	ENST00000536230	0.781
chr2	102640601	102642601	ENST00000378962	0.832
chr2	102698601	102700601	ENST00000481854	0.745
chr2	102698601	102700601	ENST00000442115	0.791
chr2	102698601	102700601	ENST00000426698	0.704
chr2	102972201	102974201	ENST00000436696	0.969
chr2	102972201	102974201	ENST00000456309	0.968
chr2	102972201	102974201	ENST00000358945	0.72
chr2	102983201	102985201	ENST00000439466	0.821
chr2	102983201	102985201	ENST00000536572	0.971
chr2	102983201	102985201	ENST00000456309	0.999
chr2	103002601	103004601	ENST00000536572	0.821
chr2	103002601	103004601	ENST00000533545	0.895
chr2	103002601	103004601	ENST00000358945	0.9
chr2	103041201	103043201	ENST00000532254	0.878
chr2	103041201	103043201	ENST00000441748	0.908
chr2	103041201	103043201	ENST00000484236	0.772
chr2	103051401	103053401	ENST00000533545	0.71
chr2	103051401	103053401	ENST00000441748	0.931
chr2	103051401	103053401	ENST00000418659	0.887
chr2	103351801	103353801	ENST00000529831	0.709
chr2	103351801	103353801	ENST00000462447	0.891
chr2	103351801	103353801	ENST00000442115	0.973
chr2	103754601	103756601	ENST00000358945	0.362
chr2	103754601	103756601	ENST00000442115	0.357
chr2	103754601	103756601	ENST00000481093	0.632
chr2	105592201	105594201	ENST00000487287	0.528
chr2	105592201	105594201	ENST00000531544	0.75
chr2	105592201	105594201	ENST00000512716	0.546
chr2	105654201	105656201	ENST00000487287	0.628
chr2	105654201	105656201	ENST00000431663	0.676
chr2	105654201	105656201	ENST00000436325	0.808
chr2	105938601	105940601	ENST00000356644	0.967
chr2	105938601	105940601	ENST00000540059	0.901
chr2	105938601	105940601	ENST00000353876	0.821
chr2	105940601	105942601	ENST00000356644	0.982
chr2	105940601	105942601	ENST00000534559	0.786
chr2	105940601	105942601	ENST00000459763	0.767
chr2	105944401	105946401	ENST00000441651	0.838
chr2	105944401	105946401	ENST00000393773	0.813
chr2	105944401	105946401	ENST00000534559	0.801
chr2	105953801	105955801	ENST00000512716	0.86
chr2	105953801	105955801	ENST00000393773	0.948
chr2	105953801	105955801	ENST00000475592	0.805
chr2	105989201	105991201	ENST00000528907	0.803
chr2	105989201	105991201	ENST00000356644	0.828
chr2	105989201	105991201	ENST00000534559	0.901
chr2	106362001	106364001	ENST00000353876	0.554
chr2	106362001	106364001	ENST00000396408	0.759
chr2	106362001	106364001	ENST00000511284	0.649
chr2	106371201	106373201	ENST00000438093	0.881
chr2	106371201	106373201	ENST00000396408	0.807
chr2	106371201	106373201	ENST00000384901	0.628
chr2	106391801	106393801	ENST00000436325	0.634
chr2	106391801	106393801	ENST00000438093	0.767
chr2	106391801	106393801	ENST00000384901	0.566
chr2	106405601	106407601	ENST00000438093	0.576
chr2	106405601	106407601	ENST00000396408	0.771
chr2	106405601	106407601	ENST00000501367	0.834
chr2	106413201	106415201	ENST00000445465	0.645
chr2	106413201	106415201	ENST00000356644	0.64
chr2	106413201	106415201	ENST00000501367	0.797
chr2	106417601	106419601	ENST00000393773	0.655
chr2	106417601	106419601	ENST00000356644	0.586
chr2	106417601	106419601	ENST00000396408	0.588
chr2	106424801	106426801	ENST00000396408	0.674
chr2	106424801	106426801	ENST00000501367	0.6
chr2	106424801	106426801	ENST00000481634	0.623
chr2	106427201	106429201	ENST00000459763	0.705
chr2	106427201	106429201	ENST00000501367	0.901
chr2	106427201	106429201	ENST00000384901	0.704
chr2	106437801	106439801	ENST00000396408	0.727
chr2	106437801	106439801	ENST00000501367	0.99
chr2	106437801	106439801	ENST00000384901	0.74
chr2	106488801	106490801	ENST00000396408	0.567
chr2	106488801	106490801	ENST00000522371	0.831
chr2	106488801	106490801	ENST00000520086	0.565
chr2	106530801	106532801	ENST00000438093	0.54
chr2	106530801	106532801	ENST00000522371	0.441
chr2	106530801	106532801	ENST00000488350	0.902
chr2	106763201	106765201	ENST00000492075	0.965
chr2	106763201	106765201	ENST00000488350	0.858
chr2	106763201	106765201	ENST00000527522	0.651
chr2	106776401	106778401	ENST00000445465	0.846
chr2	106776401	106778401	ENST00000522371	0.653
chr2	106776401	106778401	ENST00000527522	0.825
chr2	106805001	106807001	ENST00000356644	0.777
chr2	106805001	106807001	ENST00000488350	0.85
chr2	106805001	106807001	ENST00000520086	0.697
chr2	106808801	106810801	ENST00000356644	0.606
chr2	106808801	106810801	ENST00000488350	0.627
chr2	106808801	106810801	ENST00000384901	0.659
chr2	109065401	109067401	ENST00000236147	0.759
chr2	109065401	109067401	ENST00000504099	0.603
chr2	109065401	109067401	ENST00000452135	0.643
chr2	109076401	109078401	ENST00000252797	0.627
chr2	109076401	109078401	ENST00000236147	0.697
chr2	109076401	109078401	ENST00000452135	0.651
chr2	109150801	109152801	ENST00000236147	0.841
chr2	109150801	109152801	ENST00000485032	0.624
chr2	109150801	109152801	ENST00000476729	0.673
chr2	109181601	109183601	ENST00000438794	0.804
chr2	109181601	109183601	ENST00000463555	0.828
chr2	109181601	109183601	ENST00000445889	0.836
chr2	109196201	109198201	ENST00000236147	0.697
chr2	109196201	109198201	ENST00000504099	0.976
chr2	109196201	109198201	ENST00000410104	0.981
chr2	109210601	109212601	ENST00000526981	0.865
chr2	109210601	109212601	ENST00000504099	0.895
chr2	109210601	109212601	ENST00000410104	0.898
chr2	109224601	109226601	ENST00000252797	0.829
chr2	109224601	109226601	ENST00000397011	0.833
chr2	109224601	109226601	ENST00000504099	0.738
chr2	109226601	109228601	ENST00000438794	0.846
chr2	109226601	109228601	ENST00000526981	0.593
chr2	109226601	109228601	ENST00000410104	0.961
chr2	109228401	109230401	ENST00000438794	0.596
chr2	109228401	109230401	ENST00000410104	0.798
chr2	109228401	109230401	ENST00000445889	0.624
chr2	109237401	109239401	ENST00000509400	0.684
chr2	109237401	109239401	ENST00000236147	0.816
chr2	109237401	109239401	ENST00000452135	0.841
chr2	109245001	109247001	ENST00000410104	0.654
chr2	109245001	109247001	ENST00000354336	0.758
chr2	109245001	109247001	ENST00000445889	0.913
chr2	109247601	109249601	ENST00000438794	0.721
chr2	109247601	109249601	ENST00000452135	0.685
chr2	109247601	109249601	ENST00000534547	0.796
chr2	109392601	109394601	ENST00000438794	0.957
chr2	109392601	109394601	ENST00000445889	0.997
chr2	109392601	109394601	ENST00000416673	0.847
chr2	109402601	109404601	ENST00000504099	0.753
chr2	109402601	109404601	ENST00000354336	0.55
chr2	109402601	109404601	ENST00000445889	0.623
chr2	109647601	109649601	ENST00000265379	0.667
chr2	109647601	109649601	ENST00000369095	0.67
chr2	109647601	109649601	ENST00000468409	0.752
chr2	109833401	109835401	ENST00000236147	0.774
chr2	109833401	109835401	ENST00000369095	0.756
chr2	109833401	109835401	ENST00000545040	0.858
chr2	109841201	109843201	ENST00000408330	0.734
chr2	109841201	109843201	ENST00000369095	0.732
chr2	109841201	109843201	ENST00000483730	0.433
chr2	109870201	109872201	ENST00000445889	0.464
chr2	109870201	109872201	ENST00000483730	0.626
chr2	109870201	109872201	ENST00000429536	0.478
chr2	109948001	109950001	ENST00000410104	0.643
chr2	109948001	109950001	ENST00000369095	0.542
chr2	109948001	109950001	ENST00000429989	0.891
chr2	110271201	110273201	ENST00000411478	0.665
chr2	110271201	110273201	ENST00000407644	0.892
chr2	110271201	110273201	ENST00000296875	0.645
chr2	110340001	110342001	ENST00000408330	0.682
chr2	110340001	110342001	ENST00000429536	0.576
chr2	110340001	110342001	ENST00000480755	0.82
chr2	110347201	110349201	ENST00000411478	0.896
chr2	110347201	110349201	ENST00000481744	0.868
chr2	110347201	110349201	ENST00000480755	0.907
chr2	110365401	110367401	ENST00000481477	0.882
chr2	110365401	110367401	ENST00000468409	0.942
chr2	110365401	110367401	ENST00000481744	0.942
chr2	110392801	110394801	ENST00000468409	0.579
chr2	110392801	110394801	ENST00000442555	0.461
chr2	110392801	110394801	ENST00000429989	0.445
chr2	110395001	110397001	ENST00000481744	0.651
chr2	110395001	110397001	ENST00000488194	0.632
chr2	110395001	110397001	ENST00000494666	0.748
chr2	110961401	110963401	ENST00000517789	0.71
chr2	110961401	110963401	ENST00000528516	0.918
chr2	110961401	110963401	ENST00000412494	0.886
chr2	110968801	110970801	ENST00000502440	0.693
chr2	110968801	110970801	ENST00000488151	0.726
chr2	110968801	110970801	ENST00000453372	0.718
chr2	111431401	111433401	ENST00000506662	0.982
chr2	111431401	111433401	ENST00000541228	0.991
chr2	111431401	111433401	ENST00000369969	0.92
chr2	111433801	111435801	ENST00000315683	0.657
chr2	111433801	111435801	ENST00000480755	0.839
chr2	111433801	111435801	ENST00000502907	0.695
chr2	111505401	111507401	ENST00000436103	0.91
chr2	111505401	111507401	ENST00000502907	0.955
chr2	111505401	111507401	ENST00000543035	0.809
chr2	111622001	111624001	ENST00000436103	0.932
chr2	111622001	111624001	ENST00000489273	0.903
chr2	111622001	111624001	ENST00000502907	0.731
chr2	111629001	111631001	ENST00000369969	0.771
chr2	111629001	111631001	ENST00000473314	0.911
chr2	111629001	111631001	ENST00000364905	0.642
chr2	111878201	111880201	ENST00000421391	0.741
chr2	111878201	111880201	ENST00000364905	0.881
chr2	111878201	111880201	ENST00000537751	0.67
chr2	111914401	111916401	ENST00000339824	0.967
chr2	111914401	111916401	ENST00000471755	0.862
chr2	111914401	111916401	ENST00000424655	0.663
chr2	111924601	111926601	ENST00000412494	0.714
chr2	111924601	111926601	ENST00000471755	0.799
chr2	111924601	111926601	ENST00000508891	0.753
chr2	111951601	111953601	ENST00000341074	0.76
chr2	111951601	111953601	ENST00000480755	0.589
chr2	111951601	111953601	ENST00000370651	0.741
chr2	111958201	111960201	ENST00000471755	0.998
chr2	111958201	111960201	ENST00000370651	0.59
chr2	111958201	111960201	ENST00000394625	0.492
chr2	111965801	111967801	ENST00000480755	0.912
chr2	111965801	111967801	ENST00000471755	0.914
chr2	111965801	111967801	ENST00000492631	0.91
chr2	111976401	111978401	ENST00000480755	0.896
chr2	111976401	111978401	ENST00000502907	0.84
chr2	111976401	111978401	ENST00000464072	0.876
chr2	111996001	111998001	ENST00000464072	0.589
chr2	111996001	111998001	ENST00000370651	0.567
chr2	111996001	111998001	ENST00000422599	0.588
chr2	112462601	112464601	ENST00000464072	0.723
chr2	112462601	112464601	ENST00000504957	0.543
chr2	112462601	112464601	ENST00000296273	0.551
chr2	112640201	112642201	ENST00000508891	0.692
chr2	112640201	112642201	ENST00000424655	0.717
chr2	112640201	112642201	ENST00000408807	0.617
chr2	112663201	112665201	ENST00000454795	0.959
chr2	112663201	112665201	ENST00000433417	0.975
chr2	112663201	112665201	ENST00000394625	0.625
chr2	112757601	112759601	ENST00000424655	0.752
chr2	112757601	112759601	ENST00000518749	0.795
chr2	112757601	112759601	ENST00000409240	0.776
chr2	112760601	112762601	ENST00000394625	0.555
chr2	112760601	112762601	ENST00000518749	0.55
chr2	112760601	112762601	ENST00000409240	0.632
chr2	112813001	112815001	ENST00000504957	0.734
chr2	112813001	112815001	ENST00000409090	0.846
chr2	112813001	112815001	ENST00000296273	0.862
chr2	112822801	112824801	ENST00000394625	0.937
chr2	112822801	112824801	ENST00000541245	0.631
chr2	112822801	112824801	ENST00000498806	0.648
chr2	112832001	112834001	ENST00000394625	0.779
chr2	112832001	112834001	ENST00000481403	0.834
chr2	112832001	112834001	ENST00000502742	0.796
chr2	112844201	112846201	ENST00000408807	0.631
chr2	112844201	112846201	ENST00000461682	0.607
chr2	112844201	112846201	ENST00000502742	0.94
chr2	113010601	113012601	ENST00000518749	0.682
chr2	113010601	113012601	ENST00000296273	0.804
chr2	113010601	113012601	ENST00000416198	0.596
chr2	113032801	113034801	ENST00000518749	0.869
chr2	113032801	113034801	ENST00000471499	0.691
chr2	113032801	113034801	ENST00000481403	0.681
chr2	113239601	113241601	ENST00000338566	0.693
chr2	113239601	113241601	ENST00000529479	0.744
chr2	113239601	113241601	ENST00000541245	0.85
chr2	113299401	113301401	ENST00000471499	0.794
chr2	113299401	113301401	ENST00000296273	0.854
chr2	113299401	113301401	ENST00000416198	0.693
chr2	113341601	113343601	ENST00000296273	0.788
chr2	113341601	113343601	ENST00000529479	0.784
chr2	113341601	113343601	ENST00000509642	0.829
chr2	113388001	113390001	ENST00000541245	0.806
chr2	113388001	113390001	ENST00000498806	0.813
chr2	113388001	113390001	ENST00000434709	0.932
chr2	113393401	113395401	ENST00000471499	0.827
chr2	113393401	113395401	ENST00000296144	0.851
chr2	113393401	113395401	ENST00000522965	0.88
chr2	113404001	113406001	ENST00000529479	0.84
chr2	113404001	113406001	ENST00000498806	0.878
chr2	113404001	113406001	ENST00000381174	0.752
chr2	113449201	113451201	ENST00000508891	0.741
chr2	113449201	113451201	ENST00000471742	0.713
chr2	113449201	113451201	ENST00000522965	0.913
chr2	113457201	113459201	ENST00000471742	0.78
chr2	113457201	113459201	ENST00000409240	0.777
chr2	113457201	113459201	ENST00000502742	0.904
chr2	113464801	113466801	ENST00000471742	0.748
chr2	113464801	113466801	ENST00000296144	0.807
chr2	113464801	113466801	ENST00000526628	0.781
chr2	113520401	113522401	ENST00000541245	0.832
chr2	113520401	113522401	ENST00000498806	0.813
chr2	113520401	113522401	ENST00000468334	0.955
chr2	113539601	113541601	ENST00000381174	0.822
chr2	113539601	113541601	ENST00000462794	0.896
chr2	113539601	113541601	ENST00000393825	0.948
chr2	113550601	113552601	ENST00000296273	0.814
chr2	113550601	113552601	ENST00000381174	0.734
chr2	113550601	113552601	ENST00000296144	0.797
chr2	113562201	113564201	ENST00000471742	0.692
chr2	113562201	113564201	ENST00000319070	0.94
chr2	113562201	113564201	ENST00000468334	0.812
chr2	113568801	113570801	ENST00000529479	0.811
chr2	113568801	113570801	ENST00000541245	0.867
chr2	113568801	113570801	ENST00000329196	0.805
chr2	113578401	113580401	ENST00000541245	0.889
chr2	113578401	113580401	ENST00000498806	0.893
chr2	113578401	113580401	ENST00000522965	0.79
chr2	113598201	113600201	ENST00000498806	0.616
chr2	113598201	113600201	ENST00000409629	0.97
chr2	113598201	113600201	ENST00000319070	0.758
chr2	113637801	113639801	ENST00000304391	0.655
chr2	113637801	113639801	ENST00000478089	0.749
chr2	113637801	113639801	ENST00000391244	0.675
chr2	113880801	113882801	ENST00000510020	0.833
chr2	113880801	113882801	ENST00000329196	0.948
chr2	113880801	113882801	ENST00000539300	0.831
chr2	113931201	113933201	ENST00000319070	0.676
chr2	113931201	113933201	ENST00000413001	0.673
chr2	113931201	113933201	ENST00000375050	0.896
chr2	114450601	114452601	ENST00000432467	0.93
chr2	114450601	114452601	ENST00000443638	0.838
chr2	114450601	114452601	ENST00000506849	0.768
chr2	114456401	114458401	ENST00000502742	0.929
chr2	114456401	114458401	ENST00000505333	0.961
chr2	114456401	114458401	ENST00000273905	0.905
chr2	114512201	114514201	ENST00000519529	0.785
chr2	114512201	114514201	ENST00000489206	0.73
chr2	114512201	114514201	ENST00000375050	0.785
chr2	114548801	114550801	ENST00000357056	0.948
chr2	114548801	114550801	ENST00000375050	0.941
chr2	114548801	114550801	ENST00000298048	0.891
chr2	114616001	114618001	ENST00000502742	0.942
chr2	114616001	114618001	ENST00000520010	0.827
chr2	114616001	114618001	ENST00000432467	0.846
chr2	114618601	114620601	ENST00000502742	0.82
chr2	114618601	114620601	ENST00000298048	0.859
chr2	114618601	114620601	ENST00000231420	0.928
chr2	114643601	114645601	ENST00000443638	0.898
chr2	114643601	114645601	ENST00000298048	0.914
chr2	114643601	114645601	ENST00000231420	0.97
chr2	114647801	114649801	ENST00000375050	0.789
chr2	114647801	114649801	ENST00000539300	0.712
chr2	114647801	114649801	ENST00000308650	0.741
chr2	114651001	114653001	ENST00000526628	0.581
chr2	114651001	114653001	ENST00000298048	0.682
chr2	114651001	114653001	ENST00000231420	0.996
chr2	114651001	114653001	ENST00000228318	0.581
chr2	114656201	114658201	ENST00000443638	0.84
chr2	114656201	114658201	ENST00000298048	0.82
chr2	114656201	114658201	ENST00000506849	0.836
chr2	114656201	114658201	ENST00000539300	0.82
chr2	114679401	114681401	ENST00000511447	0.729
chr2	114679401	114681401	ENST00000432467	0.704
chr2	114679401	114681401	ENST00000539300	0.829
chr2	118572001	118574001	ENST00000496503	0.682
chr2	118572001	118574001	ENST00000506355	0.636
chr2	118572001	118574001	ENST00000374948	0.773
chr2	118575401	118577401	ENST00000496503	0.942
chr2	118575401	118577401	ENST00000506355	0.99
chr2	118575401	118577401	ENST00000539843	0.904
chr2	118770001	118772001	ENST00000506428	0.611
chr2	118770001	118772001	ENST00000477193	0.897
chr2	118770001	118772001	ENST00000374948	0.828
chr2	118812401	118814401	ENST00000496503	0.873
chr2	118812401	118814401	ENST00000506355	0.851
chr2	118812401	118814401	ENST00000338542	0.748
chr2	118817001	118819001	ENST00000308721	0.723
chr2	118817001	118819001	ENST00000376320	0.722
chr2	118817001	118819001	ENST00000338542	0.894
chr2	118846001	118848001	ENST00000452231	0.686
chr2	118846001	118848001	ENST00000374948	0.575
chr2	118846001	118848001	ENST00000338542	0.654
chr2	118860401	118862401	ENST00000308721	0.73
chr2	118860401	118862401	ENST00000376320	0.802
chr2	118860401	118862401	ENST00000338542	0.89
chr2	118942601	118944601	ENST00000496503	0.829
chr2	118942601	118944601	ENST00000376320	0.767
chr2	118942601	118944601	ENST00000338542	0.663
chr2	118980801	118982801	ENST00000506428	0.531
chr2	118980801	118982801	ENST00000477193	0.874
chr2	118980801	118982801	ENST00000364415	0.504
chr2	119989401	119991401	ENST00000545722	0.891
chr2	119989401	119991401	ENST00000477763	0.9
chr2	119989401	119991401	ENST00000428034	0.84
chr2	120068201	120070201	ENST00000486161	0.725
chr2	120068201	120070201	ENST00000516080	0.757
chr2	120068201	120070201	ENST00000473775	0.829
chr2	120095601	120097601	ENST00000441640	0.826
chr2	120095601	120097601	ENST00000429369	0.768
chr2	120095601	120097601	ENST00000363745	0.784
chr2	120109401	120111401	ENST00000486161	0.833
chr2	120109401	120111401	ENST00000363745	0.725
chr2	120109401	120111401	ENST00000399261	0.859
chr2	120112001	120114001	ENST00000331825	0.578
chr2	120112001	120114001	ENST00000363745	0.896
chr2	120112001	120114001	ENST00000399261	0.814
chr2	120144201	120146201	ENST00000435662	0.666
chr2	120144201	120146201	ENST00000436424	0.883
chr2	120144201	120146201	ENST00000473775	0.66
chr2	120436401	120438401	ENST00000353091	0.839
chr2	120436401	120438401	ENST00000463439	0.743
chr2	120436401	120438401	ENST00000474684	0.686
chr2	120454601	120456601	ENST00000428034	0.748
chr2	120454601	120456601	ENST00000491543	0.811
chr2	120454601	120456601	ENST00000262764	0.856
chr2	120517401	120519401	ENST00000363745	0.717
chr2	120517401	120519401	ENST00000474684	0.668
chr2	120517401	120519401	ENST00000537786	0.687
chr2	120618601	120620601	ENST00000473775	0.793
chr2	120618601	120620601	ENST00000447274	0.883
chr2	120618601	120620601	ENST00000483714	0.81
chr2	120763001	120765001	ENSTR0000400701	0.899
chr2	120763001	120765001	ENST00000377865	0.829
chr2	120763001	120765001	ENST00000543252	0.833
chr2	120770401	120772401	ENST00000364415	0.734
chr2	120770401	120772401	ENSTR0000400701	0.745
chr2	120770401	120772401	ENST00000413197	0.849
chr2	120933801	120935801	ENST00000509206	0.662
chr2	120933801	120935801	ENST00000464471	0.713
chr2	120933801	120935801	ENST00000501184	0.785
chr2	120979401	120981401	ENST00000394653	0.575
chr2	120979401	120981401	ENST00000432634	0.599
chr2	120979401	120981401	ENST00000501184	0.94
chr2	120988401	120990401	ENST00000464471	0.743
chr2	120988401	120990401	ENST00000483714	0.836
chr2	120988401	120990401	ENST00000432634	0.861
chr2	121010601	121012601	ENST00000483714	0.681
chr2	121010601	121012601	ENST00000432634	0.603
chr2	121010601	121012601	ENST00000507991	0.588
chr2	121018201	121020201	ENST00000473775	0.854
chr2	121018201	121020201	ENST00000530855	0.944
chr2	121018201	121020201	ENST00000432634	0.833
chr2	121044001	121046001	ENST00000527307	0.748
chr2	121044001	121046001	ENST00000413197	0.837
chr2	121044001	121046001	ENST00000507991	0.733
chr2	121050401	121052401	ENST00000377865	0.784
chr2	121050401	121052401	ENST00000543252	0.758
chr2	121050401	121052401	ENST00000501184	0.62
chr2	121065001	121067001	ENST00000473775	0.93
chr2	121065001	121067001	ENST00000478627	0.851
chr2	121065001	121067001	ENST00000483714	0.689
chr2	122130001	122132001	ENST00000420129	0.79
chr2	122130001	122132001	ENST00000466893	0.586
chr2	122130001	122132001	ENST00000397492	0.553
chr2	122284401	122286401	ENST00000466893	0.726
chr2	122284401	122286401	ENST00000519095	0.815
chr2	122284401	122286401	ENST00000495580	0.748
chr2	122288201	122290201	ENST00000445243	0.646
chr2	122288201	122290201	ENST00000495580	0.647
chr2	122288201	122290201	ENST00000253237	0.865
chr2	122296201	122298201	ENST00000246222	0.858
chr2	122296201	122298201	ENST00000519095	0.918
chr2	122296201	122298201	ENST00000505198	0.684
chr2	122315201	122317201	ENST00000246222	0.817
chr2	122315201	122317201	ENST00000472871	0.637
chr2	122315201	122317201	ENST00000253237	0.715
chr2	122319401	122321401	ENST00000472871	0.709
chr2	122319401	122321401	7864	0.635
chr2	122319401	122321401	ENST00000253237	0.684
chr2	122353401	122355401	ENST00000533362	0.668
chr2	122353401	122355401	ENST00000409546	0.717
chr2	122353401	122355401	ENST00000397492	0.872
chr2	122357201	122359201	ENST00000533362	0.75
chr2	122357201	122359201	ENST00000505198	0.737
chr2	122357201	122359201	ENST00000391234	0.653
chr2	122374001	122376001	ENST00000246222	0.668
chr2	122374001	122376001	ENST00000420129	0.695
chr2	122374001	122376001	ENST00000466718	0.664
chr2	122402201	122404201	ENST00000533362	0.97
chr2	122402201	122404201	ENST00000420129	0.989
chr2	122402201	122404201	ENST00000409546	0.987
chr2	122456201	122458201	ENST00000533362	0.84
chr2	122456201	122458201	ENST00000409546	0.781
chr2	122456201	122458201	ENST00000391234	0.74
chr2	122492801	122494801	ENST00000533362	0.908
chr2	122492801	122494801	ENST00000391234	0.809
chr2	122492801	122494801	ENST00000253237	0.832
chr2	122512601	122514601	ENST00000505198	0.701
chr2	122512601	122514601	ENST00000527786	0.682
chr2	122512601	122514601	ENST00000428353	0.718
chr2	126154601	126156601	ENST00000540328	0.119
chr2	126154601	126156601	ENST00000439082	0
chr2	126154601	126156601	ENST00000433174	0.028
chr2	126400201	126402201	ENST00000540328	0.509
chr2	126400201	126402201	ENST00000439082	0.027
chr2	126400201	126402201	ENST00000433174	0
chr2	127413801	127415801	ENST00000474523	0.628
chr2	127413801	127415801	ENST00000417066	0.659
chr2	127413801	127415801	ENST00000533525	0.604
chr2	127420801	127422801	ENST00000428969	0.749
chr2	127420801	127422801	ENST00000417066	0.637
chr2	127420801	127422801	ENST00000437417	0.624
chr2	127420801	127422801	ENST00000481204	0.624
chr2	127838401	127840401	ENST00000433174	0.775
chr2	127838401	127840401	ENST00000525010	0.882
chr2	127838401	127840401	ENST00000453963	0.841
chr2	127843401	127845401	ENST00000433174	0.765
chr2	127843401	127845401	ENST00000261427	0.622
chr2	127843401	127845401	ENST00000366932	0.811
chr2	128050201	128052201	ENST00000430045	0.81
chr2	128050201	128052201	ENST00000516626	0.936
chr2	128050201	128052201	ENST00000396448	0.744
chr2	128070401	128072401	ENST00000436416	0.841
chr2	128070401	128072401	ENST00000516626	0.936
chr2	128070401	128072401	ENST00000472648	0.887
